user_id,age,age_group,gender,married,has_children,home_country,total_sessions,recency,total_trips,avg_total_usd_spent,avg_flight_usd_spent,avg_hotel_usd_spent,total_together,total_only_flights,total_only_hotels,booking_rate,total_cancellations,avg_cancellation_rate,avg_flight_discount_percentage,avg_hotel_discount_percentage,avg_dollars_saved_hotel,avg_dollars_saved_per_km,flight_discount_proportion,hotel_discount_proportion,both_discount_proportion,avg_km_flown,page_clicks_rate,average_clicks,avg_bags_checked,avg_hotel_nights,avg_hotel_rooms,avg_seats,hotel_bargain_hunter_index,flight_bargain_hunter_index,customersegment,Perk_Assigned
520877,50.0,45-54,1,1,0,0,8,0.0,3,1804.3833333333334,404.3833333333333,466.6666666666667,3,0,0,0.38,0,0.0,0.08,,0.0,0.0,0.13,0.0,0.0,2222.09,17.625,17.625,0.0,4.33,1.0,1.0,,0.0,4,Free Hotel Meal
520878,39.0,35-44,1,1,0,1,9,0.0,4,6350.465,320.465,1507.5,2,0,2,0.44,0,0.0,0.06,0.04,0.0,0.01451,0.11,0.11,0.11,3661.91,21.444444444444443,21.444444444444443,0.5,5.0,1.25,0.5,0.0,9.5766e-05,2,One Free Hotel Night with Flight
520882,18.0,18-24,1,0,0,0,8,146.0,1,0.0,0.0,780.0,0,0,1,0.13,0,0.0,0.35,,0.0,0.0,0.13,0.0,0.0,,7.75,7.75,,6.0,1.0,,,0.0,1,Exclusive Discounts
520885,36.0,35-44,0,1,1,0,8,0.0,5,7877.984,1600.984,1255.4,4,1,0,0.63,1,0.2,0.05,,0.0,0.00041,0.25,0.0,0.0,4795.04,43.375,43.375,1.8,2.6,0.8,2.4,,5.125e-06,3,Free Checked Bag
520898,42.0,35-44,1,1,1,0,8,0.0,3,6438.79,678.79,1920.0,2,0,1,0.38,0,0.0,0.05,0.05,0.0,0.004,0.25,0.25,0.0,4152.54,13.875,13.875,0.33,6.0,1.67,1.0,0.0,5e-05,2,One Free Hotel Night with Flight
520902,39.0,35-44,1,0,0,0,9,0.0,4,1848.595,396.595,363.0,4,0,0,0.44,0,0.0,0.01,0.03,0.0,0.00294,0.11,0.22,0.0,1867.57,15.11111111111111,15.11111111111111,1.0,2.0,1.25,1.25,0.0,3.234e-06,4,Free Hotel Meal
520920,41.0,35-44,1,0,0,0,9,0.0,1,0.0,0.0,440.3,0,0,1,0.11,0,0.0,,0.6,11.1,0.0,0.0,0.33,0.0,,12.555555555555555,12.555555555555555,,7.0,1.0,,2.1978,,1,Exclusive Discounts
520934,53.0,45-54,1,0,1,0,9,80.0,1,1487.23,1141.23,346.0,1,0,0,0.11,0,0.0,0.2,0.1,0.0,0.07382,0.11,0.11,0.0,3864.88,18.77777777777778,18.77777777777778,0.0,1.0,2.0,2.0,0.0,0.00162404,1,Exclusive Discounts
520947,23.0,18-24,0,1,1,0,8,0.0,3,4089.6666666666665,136.36666666666667,1317.7666666666667,1,0,2,0.38,1,0.3333333333333333,0.12,0.05,10.67,0.0,0.25,0.0,0.13,2126.42,24.25,24.25,0.0,9.33,1.67,0.67,0.0,0.0,2,One Free Hotel Night with Flight
520959,49.0,45-54,1,0,0,0,8,37.0,1,221.37,105.77,115.6,1,0,0,0.13,0,0.0,0.25,0.45,2.91,0.0,0.13,0.13,0.13,576.18,11.125,11.125,0.0,1.0,1.0,1.0,0.170235,0.0,1,Exclusive Discounts
521000,47.0,45-54,1,1,0,0,8,0.0,3,1091.97,206.97,295.0,3,0,0,0.38,0,0.0,0.2,0.03,0.0,0.0,0.13,0.0,0.13,1166.99,23.0,23.0,0.33,1.33,1.0,1.0,0.0,0.0,4,Free Hotel Meal
521004,51.0,45-54,1,1,0,0,8,42.0,4,901.36,417.36,121.0,4,0,0,0.5,0,0.0,0.04,,0.0,0.0,0.13,0.0,0.0,2430.18,23.25,23.25,0.5,1.25,1.0,1.0,,0.0,4,Free Hotel Meal
521009,68.0,65+,1,1,0,0,10,29.0,1,0.0,0.0,872.0,0,0,1,0.1,0,0.0,0.65,0.2,0.0,0.0,0.4,0.2,0.0,,10.0,10.0,,4.0,2.0,,0.0,0.0,1,Exclusive Discounts
521031,44.0,35-44,1,0,0,1,8,0.0,6,3799.795,342.745,576.175,5,0,1,0.75,0,0.0,0.02,0.01,0.24,0.0,0.13,0.13,0.0,1401.9,18.125,18.125,0.33,4.0,1.5,1.33,0.000312,0.0,2,One Free Hotel Night with Flight
521033,43.0,35-44,0,1,1,0,8,29.0,4,2345.46,238.56,526.725,3,1,0,0.5,0,0.0,0.03,0.04,15.76,0.0,0.13,0.25,0.0,1125.75,18.875,18.875,0.5,4.25,1.0,1.25,0.1576,0.0,3,Free Checked Bag
521044,41.0,35-44,1,0,0,0,9,118.0,4,2795.2025,261.2025,633.5,3,0,1,0.44,0,0.0,0.08,0.04,0.0,0.0,0.0,0.0,0.22,2009.81,19.555555555555557,19.555555555555557,0.25,3.5,1.0,0.75,0.0,0.0,2,One Free Hotel Night with Flight
521060,40.0,35-44,1,0,0,0,8,28.0,5,2847.808,434.908,482.58,4,0,1,0.63,0,0.0,,0.09,1.85,0.0,0.0,0.5,0.0,2576.15,21.25,21.25,0.8,3.4,1.4,1.0,0.08325,,2,One Free Hotel Night with Flight
521062,60.0,55-64,1,1,0,0,9,,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,,0.0,0.0,0.11,0.11,0.11,,9.666666666666666,9.666666666666666,,,,,,,4,Free Hotel Meal
521065,44.0,35-44,1,1,1,0,8,0.0,4,857.89,526.64,82.8125,2,2,0,0.5,1,0.25,0.19,0.08,13.46,0.01076,0.25,0.13,0.13,1830.97,36.5,36.5,2.0,0.5,0.5,3.5,0.139984,0.0005111,3,Free Checked Bag
521066,41.0,35-44,1,0,0,0,8,86.0,4,2398.9225,364.9225,508.5,4,0,0,0.5,0,0.0,,0.03,0.0,0.0,0.0,0.13,0.0,2100.51,18.25,18.25,1.5,1.75,1.0,1.0,0.0,,4,Free Hotel Meal
521070,50.0,45-54,1,1,1,0,9,0.0,6,3139.905,1161.905,329.6666666666667,5,1,0,0.67,0,0.0,0.03,0.03,0.0,0.0,0.22,0.11,0.0,3563.84,19.333333333333332,19.333333333333332,0.33,1.83,1.0,1.33,0.0,0.0,3,Free Checked Bag
521109,30.0,25-34,1,0,1,0,8,0.0,3,1677.5733333333333,242.57333333333332,478.3333333333333,2,1,0,0.38,0,0.0,0.07,0.07,0.0,0.0,0.13,0.25,0.0,1429.62,15.375,15.375,0.33,4.0,0.67,1.0,0.0,0.0,3,Free Checked Bag
521127,42.0,35-44,1,1,0,0,9,0.0,5,5114.606,208.006,981.32,3,0,2,0.56,0,0.0,0.03,0.06,6.68,0.01175,0.11,0.33,0.0,2081.63,24.333333333333332,24.333333333333332,0.4,6.0,1.0,0.6,0.132264,3.8775e-05,2,One Free Hotel Night with Flight
521152,45.0,45-54,1,1,0,1,9,67.0,3,7110.1,614.1,2165.3333333333335,3,0,0,0.33,0,0.0,,0.03,0.0,0.0,0.0,0.11,0.0,1962.56,14.333333333333334,14.333333333333334,0.0,5.33,1.67,1.67,0.0,,2,One Free Hotel Night with Flight
521170,44.0,35-44,0,0,0,0,8,39.0,3,5198.496666666667,332.49666666666667,1622.0,2,0,1,0.38,0,0.0,0.12,,0.0,0.0,0.25,0.0,0.0,895.6,13.875,13.875,0.33,3.0,2.0,1.67,,0.0,2,One Free Hotel Night with Flight
521185,46.0,45-54,1,1,1,0,8,33.0,4,2958.7775,268.8275,672.4875,2,0,2,0.5,0,0.0,,0.09,74.38,0.0,0.0,0.25,0.0,3201.29,16.625,16.625,0.5,3.5,1.0,0.5,1.67355,,2,One Free Hotel Night with Flight
521186,53.0,45-54,1,0,0,0,8,14.0,3,4687.7733333333335,608.5733333333334,1359.7333333333333,3,0,0,0.38,0,0.0,0.05,0.05,26.6,0.0,0.13,0.25,0.0,3760.76,13.25,13.25,0.67,5.0,1.0,1.0,0.3325,0.0,2,One Free Hotel Night with Flight
521187,75.0,65+,1,1,0,0,9,,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,,0.0,0.0,0.11,0.0,0.0,,14.444444444444445,14.444444444444445,,,,,,,4,Free Hotel Meal
521192,28.0,25-34,1,0,0,0,8,103.0,3,2430.3933333333334,131.39333333333335,766.3333333333334,2,0,1,0.38,0,0.0,0.2,0.13,0.0,0.03958,0.25,0.0,0.13,1427.03,14.375,14.375,0.67,4.0,1.33,0.67,0.0,0.001979,1,Exclusive Discounts
521201,58.0,55-64,1,1,1,0,8,188.0,1,305.09,242.09,63.0,1,0,0,0.13,0,0.0,0.4,,0.0,0.02388,0.38,0.0,0.0,1788.7,6.875,6.875,0.0,1.0,1.0,1.0,,0.00362976,1,Exclusive Discounts
521211,26.0,25-34,0,0,0,0,8,121.0,1,0.0,0.0,582.0,0,0,1,0.13,0,0.0,0.3,0.4,0.0,0.0,0.13,0.38,0.0,,8.875,8.875,,6.0,1.0,,0.0,0.0,1,Exclusive Discounts
521212,42.0,35-44,0,1,1,0,8,44.0,4,4533.515,143.415,1097.525,3,0,1,0.5,1,0.25,0.06,0.04,11.7,0.02596,0.0,0.0,0.13,1274.54,42.625,42.625,1.0,7.5,1.5,1.0,0.0,0.0,2,One Free Hotel Night with Flight
521235,35.0,35-44,1,0,0,0,8,0.0,5,4481.644,772.646,741.8,5,0,0,0.63,0,0.0,0.09,,0.0,0.01229,0.38,0.0,0.0,2699.35,24.25,24.25,1.2,4.6,1.6,1.8,,0.000420318,2,One Free Hotel Night with Flight
521250,31.0,25-34,0,0,0,0,8,0.0,2,599.995,524.995,37.5,1,1,0,0.25,0,0.0,0.25,0.08,0.0,0.01051,0.5,0.25,0.0,3087.16,19.375,19.375,0.0,0.5,0.5,1.0,0.0,0.00131375,1,Exclusive Discounts
521259,35.0,35-44,1,0,0,0,8,78.0,2,804.81,368.01,218.4,2,0,0,0.25,0,0.0,0.13,0.05,2.65,0.00767,0.25,0.13,0.0,2283.96,17.875,17.875,0.0,2.5,1.0,1.0,0.017225,0.000249275,4,Free Hotel Meal
521282,33.0,25-34,1,0,0,0,8,107.0,2,842.13,394.13,224.0,1,1,0,0.25,0,0.0,0.1,0.1,0.0,0.0,0.25,0.13,0.0,2139.51,19.75,19.75,1.0,2.0,0.5,1.0,0.0,0.0,3,Free Checked Bag
521286,34.0,25-34,1,0,0,1,8,56.0,1,739.07,627.07,112.0,1,0,0,0.13,0,0.0,0.1,0.15,0.0,0.0,0.13,0.13,0.0,3466.22,11.625,11.625,1.0,1.0,1.0,1.0,0.0,0.0,4,Free Hotel Meal
521293,35.0,35-44,1,1,0,0,8,0.0,5,2781.604,196.804,516.96,5,0,0,0.63,0,0.0,,0.08,37.6,0.0,0.0,0.38,0.0,1123.85,17.625,17.625,0.4,4.8,1.0,1.0,1.14304,,2,One Free Hotel Night with Flight
521295,41.0,35-44,1,0,1,0,8,68.0,2,1281.79,254.29,513.75,2,0,0,0.25,0,0.0,0.1,0.1,10.93,0.03051,0.0,0.13,0.13,1566.86,12.75,12.75,0.5,6.0,1.0,1.0,0.14209,0.0,4,Free Hotel Meal
521298,38.0,35-44,1,0,0,0,8,20.0,3,3340.8,379.1,987.2333333333333,2,1,0,0.38,0,0.0,,0.15,4.66,0.0,0.0,0.5,0.0,1746.05,16.625,16.625,0.33,1.67,1.67,2.0,0.3495,,3,Free Checked Bag
521309,51.0,45-54,1,0,1,0,8,124.0,2,548.605,431.605,58.5,2,0,0,0.25,0,0.0,0.15,0.05,1.63,0.00772,0.13,0.0,0.13,2697.13,14.5,14.5,1.0,1.0,1.0,1.0,0.0,0.00015054,1,Exclusive Discounts
521316,44.0,35-44,1,0,0,0,9,0.0,3,1639.7066666666667,149.50666666666666,496.73333333333335,2,0,1,0.33,0,0.0,0.22,0.08,12.48,0.00661,0.22,0.22,0.11,1425.77,18.22222222222222,18.22222222222222,0.33,6.0,1.0,0.67,0.219648,0.000319924,1,Exclusive Discounts
521331,64.0,55-64,1,0,0,0,10,0.0,2,1098.15,810.15,144.0,1,1,0,0.2,1,0.5,0.08,0.1,0.0,0.0,0.1,0.1,0.0,6331.2,17.0,17.0,0.5,3.0,0.5,1.5,0.0,0.0,0,Free Cancellation
521335,34.0,25-34,1,0,0,0,8,0.0,4,2252.1725,154.1725,524.5,3,0,1,0.5,1,0.25,,0.04,0.0,0.0,0.0,0.25,0.0,1203.86,30.5,30.5,0.0,5.75,1.5,1.0,0.0,,2,One Free Hotel Night with Flight
521343,37.0,35-44,1,0,0,0,9,0.0,5,1410.876,144.876,253.2,3,2,0,0.56,0,0.0,0.07,0.01,0.0,0.01195,0.11,0.0,0.11,747.47,20.11111111111111,20.11111111111111,0.6,0.8,0.6,1.2,0.0,9.2015e-05,3,Free Checked Bag
521379,56.0,55-64,1,1,0,0,8,0.0,2,1215.735,673.735,271.0,2,0,0,0.25,0,0.0,0.18,,0.0,0.0,0.13,0.0,0.0,3595.15,10.25,10.25,0.0,2.5,1.0,1.0,,0.0,4,Free Hotel Meal
521392,40.0,35-44,1,1,0,0,8,0.0,2,1628.64,160.64,734.0,1,0,1,0.25,0,0.0,0.05,,0.0,0.0,0.13,0.0,0.0,1618.39,12.75,12.75,0.0,6.0,1.0,0.5,,0.0,4,Free Hotel Meal
521404,45.0,45-54,1,0,0,0,8,0.0,5,2525.256,316.256,441.8,4,0,1,0.63,0,0.0,0.07,,0.0,0.0,0.25,0.0,0.0,1605.01,18.0,18.0,0.4,2.6,1.4,1.0,,0.0,2,One Free Hotel Night with Flight
521408,56.0,55-64,1,1,0,0,8,80.0,2,3409.015,580.015,1414.5,2,0,0,0.25,0,0.0,0.38,0.05,0.0,0.02178,0.38,0.13,0.0,3746.25,14.75,14.75,1.0,6.5,1.0,1.0,0.0,0.003145032,1,Exclusive Discounts
521416,47.0,45-54,1,1,0,0,8,28.0,3,996.8766666666667,183.87666666666667,271.0,3,0,0,0.38,0,0.0,0.02,0.08,0.0,0.0,0.13,0.13,0.0,1003.1,12.75,12.75,0.67,0.67,1.33,1.33,0.0,0.0,4,Free Hotel Meal
521434,49.0,45-54,1,1,0,0,8,54.0,4,2309.9075,632.9075,419.25,3,1,0,0.5,0,0.0,0.08,,0.0,0.00607,0.25,0.0,0.0,3083.16,17.75,17.75,1.25,2.25,1.0,1.25,,0.0001214,3,Free Checked Bag
521462,59.0,55-64,1,1,1,0,8,141.0,3,1517.43,413.43,368.0,2,1,0,0.38,0,0.0,0.12,,0.0,0.0,0.25,0.0,0.0,1657.17,21.0,21.0,1.0,1.67,1.33,1.67,,0.0,3,Free Checked Bag
521474,18.0,18-24,1,0,0,0,8,100.0,1,1526.4,1382.4,144.0,1,0,0,0.13,0,0.0,0.2,0.1,0.0,0.0,0.25,0.13,0.0,4293.28,8.375,8.375,2.0,1.0,2.0,2.0,0.0,0.0,1,Exclusive Discounts
521491,35.0,35-44,1,0,0,0,8,0.0,5,5352.47,643.97,941.7,2,2,1,0.63,1,0.2,,0.14,27.9,0.0,0.0,0.38,0.0,3855.31,45.875,45.875,0.6,2.6,0.6,1.4,1.48428,,3,Free Checked Bag
521509,55.0,55-64,1,1,0,0,8,0.0,4,3652.8625,309.8625,835.75,4,0,0,0.5,0,0.0,0.05,,0.0,0.0,0.25,0.0,0.0,1570.93,22.75,22.75,0.5,3.25,1.25,1.25,,0.0,2,One Free Hotel Night with Flight
521510,49.0,45-54,1,1,0,0,8,119.0,3,1126.0766666666666,167.07666666666665,319.6666666666667,2,0,1,0.38,0,0.0,0.02,,0.0,0.0,0.13,0.0,0.0,1249.34,12.875,12.875,1.0,2.0,1.0,0.67,,0.0,4,Free Hotel Meal
521514,29.0,25-34,1,0,1,0,8,80.0,2,1380.815,132.515,624.15,2,0,0,0.25,0,0.0,0.3,0.15,12.81,0.01035,0.38,0.25,0.13,813.7,11.5,11.5,0.5,4.5,1.0,1.0,0.480375,0.0011799,1,Exclusive Discounts
521587,33.0,25-34,1,0,0,0,8,65.0,4,1160.52,503.52,164.25,4,0,0,0.5,0,0.0,,,0.0,0.0,0.0,0.0,0.0,1780.06,15.875,15.875,0.5,1.5,1.25,1.25,,,4,Free Hotel Meal
521607,42.0,35-44,1,0,0,0,8,16.0,3,1235.9933333333333,477.79,252.73333333333332,3,0,0,0.38,0,0.0,0.2,0.08,8.8,0.0095,0.13,0.0,0.38,2647.61,16.5,16.5,0.33,2.33,1.0,1.0,0.0,0.000247,1,Exclusive Discounts
521609,51.0,45-54,0,1,1,1,8,0.0,2,2459.655,107.655,1176.0,2,0,0,0.25,0,0.0,0.18,0.03,0.0,0.0,0.25,0.0,0.13,442.69,15.0,15.0,0.5,3.5,1.5,1.5,0.0,0.0,4,Free Hotel Meal
521642,59.0,55-64,1,1,0,0,9,60.0,2,0.0,0.0,873.8,0,0,2,0.22,0,0.0,0.08,0.03,1.38,0.0,0.11,0.11,0.0,,11.555555555555555,11.555555555555555,,8.0,1.0,,0.004554,0.0,2,One Free Hotel Night with Flight
521657,27.0,25-34,1,0,0,1,8,0.0,3,1959.2466666666667,411.24666666666667,516.0,2,0,1,0.38,0,0.0,0.07,,0.0,0.0,0.13,0.0,0.0,3835.82,17.375,17.375,0.67,3.0,1.33,0.67,,0.0,2,One Free Hotel Night with Flight
521658,50.0,45-54,1,1,0,0,9,0.0,5,1757.748,320.748,287.4,4,0,1,0.56,0,0.0,0.05,,0.0,0.0,0.22,0.0,0.0,2257.52,15.88888888888889,15.88888888888889,0.0,2.4,1.0,0.8,,0.0,2,One Free Hotel Night with Flight
521663,34.0,25-34,0,0,0,0,8,,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,,0.0,0.0,0.13,0.0,0.13,,17.5,17.5,,,,,,,4,Free Hotel Meal
521695,39.0,35-44,0,1,0,1,9,15.0,4,3098.7225,178.9225,729.95,3,0,1,0.44,0,0.0,0.01,0.01,6.47,0.0,0.11,0.11,0.0,2300.4,12.0,12.0,0.25,2.75,1.0,0.75,0.007117,0.0,2,One Free Hotel Night with Flight
521708,48.0,45-54,1,1,0,0,8,0.0,4,1612.79,280.79,333.0,3,1,0,0.5,0,0.0,0.05,0.01,1.5,0.00294,0.13,0.13,0.0,1545.6,21.875,21.875,0.75,3.0,0.75,1.0,0.00195,1.911e-05,3,Free Checked Bag
521719,21.0,18-24,1,0,0,0,8,38.0,1,468.02,236.02,232.0,1,0,0,0.13,0,0.0,0.2,,0.0,0.0,0.25,0.0,0.0,1198.62,18.5,18.5,0.0,2.0,1.0,1.0,,0.0,4,Free Hotel Meal
521720,45.0,45-54,0,0,0,0,8,63.0,4,3971.9725,350.9725,905.25,4,0,0,0.5,0,0.0,0.01,0.04,0.0,0.0,0.13,0.25,0.0,1930.75,15.25,15.25,0.75,4.25,1.0,1.0,0.0,0.0,2,One Free Hotel Night with Flight
521743,39.0,35-44,1,0,0,1,8,23.0,7,2090.1442857142856,388.0442857142857,243.15714285714284,6,1,0,0.88,0,0.0,,0.01,3.49,0.0,0.0,0.13,0.0,2077.87,21.25,21.25,0.29,3.0,0.86,1.0,0.004537,,3,Free Checked Bag
521748,40.0,35-44,0,0,0,0,9,51.0,3,2173.1766666666667,70.77666666666667,700.8,2,0,1,0.33,0,0.0,0.1,0.07,19.73,0.0,0.11,0.0,0.11,589.93,12.777777777777779,12.777777777777779,0.33,3.33,1.33,0.67,0.0,0.0,2,One Free Hotel Night with Flight
521768,47.0,45-54,1,0,0,0,8,39.0,3,1591.1366666666668,268.13666666666666,441.0,2,1,0,0.38,0,0.0,,,0.0,0.0,0.0,0.0,0.0,1476.32,13.25,13.25,0.67,1.0,0.67,1.0,,,3,Free Checked Bag
521785,24.0,18-24,1,0,0,0,9,91.0,2,2655.76,150.76,1252.5,1,0,1,0.22,0,0.0,,0.2,0.0,0.0,0.0,0.22,0.0,1752.22,20.0,20.0,0.0,4.5,1.5,0.5,0.0,,1,Exclusive Discounts
521814,43.0,35-44,1,1,1,1,8,0.0,6,2261.175,425.575,305.93333333333334,5,1,0,0.75,0,0.0,,0.03,11.93,0.0,0.0,0.25,0.0,1697.88,20.0,20.0,0.17,1.83,1.0,1.17,0.089475,,3,Free Checked Bag
521818,18.0,18-24,1,0,0,0,8,0.0,2,2715.155,1409.555,652.8,2,0,0,0.25,1,0.5,0.08,0.05,1.49,0.0,0.25,0.13,0.0,10423.09,17.75,17.75,1.0,12.5,1.5,1.5,0.009685,0.0,0,Free Cancellation
521859,41.0,35-44,0,0,0,0,8,121.0,5,1682.652,312.652,274.0,5,0,0,0.63,0,0.0,,,0.0,0.0,0.0,0.0,0.0,1868.9,20.5,20.5,0.4,2.6,1.0,1.0,,,4,Free Hotel Meal
521865,45.0,45-54,1,1,1,0,9,0.0,4,2280.56,272.56,502.0,4,0,0,0.44,0,0.0,0.08,0.05,0.0,0.0028,0.22,0.0,0.11,1620.75,23.88888888888889,23.88888888888889,0.5,2.25,1.0,1.0,0.0,4.928e-05,4,Free Hotel Meal
521883,33.0,25-34,1,0,0,0,9,0.0,3,668.5766666666667,460.57666666666665,69.33333333333333,1,2,0,0.33,0,0.0,0.03,,0.0,0.012,0.11,0.0,0.0,2041.7,10.777777777777779,10.777777777777779,1.0,0.67,0.33,1.33,,3.96e-05,3,Free Checked Bag
521884,52.0,45-54,1,0,1,0,8,122.0,2,1452.19,780.19,336.0,2,0,0,0.25,0,0.0,0.2,,0.0,0.00263,0.38,0.0,0.0,1753.13,16.125,16.125,1.0,0.5,2.0,2.0,,0.00019988,1,Exclusive Discounts
521885,45.0,45-54,0,1,1,0,8,0.0,2,1323.625,363.625,480.0,2,0,0,0.25,0,0.0,,,0.0,0.0,0.0,0.0,0.0,1972.08,13.0,13.0,1.0,2.0,1.0,1.0,,,4,Free Hotel Meal
521904,34.0,25-34,1,0,1,0,9,165.0,1,424.55,217.55,207.0,1,0,0,0.11,0,0.0,0.05,,0.0,0.0,0.11,0.0,0.0,1215.7,12.333333333333334,12.333333333333334,0.0,1.0,1.0,1.0,,0.0,4,Free Hotel Meal
521921,49.0,45-54,1,1,1,0,8,151.0,1,1234.59,858.59,376.0,1,0,0,0.13,0,0.0,0.05,0.1,0.0,0.0,0.13,0.13,0.0,2689.03,13.0,13.0,0.0,2.0,2.0,2.0,0.0,0.0,1,Exclusive Discounts
521925,42.0,35-44,1,0,0,1,8,91.0,5,4942.84,253.89,937.79,3,0,2,0.63,0,0.0,0.07,0.04,8.29,0.0088,0.25,0.13,0.13,2381.33,14.75,14.75,0.2,5.0,1.2,0.6,0.043108,0.000154,2,One Free Hotel Night with Flight
521941,28.0,25-34,1,1,1,0,8,57.0,3,4619.303333333333,273.30333333333334,1448.6666666666667,2,0,1,0.38,0,0.0,0.08,0.15,0.0,0.0,0.25,0.25,0.0,2523.89,11.0,11.0,0.33,6.33,1.33,0.67,0.0,0.0,2,One Free Hotel Night with Flight
521943,53.0,45-54,1,1,0,0,8,0.0,3,1789.9933333333333,514.9933333333333,425.0,3,0,0,0.38,0,0.0,0.07,0.02,0.0,0.0,0.13,0.0,0.13,3009.82,12.5,12.5,0.67,2.67,1.0,1.0,0.0,0.0,4,Free Hotel Meal
521956,28.0,25-34,1,0,0,1,8,0.0,4,2121.78,310.78,452.75,4,0,0,0.5,0,0.0,0.03,,0.0,0.0,0.13,0.0,0.0,1678.15,20.5,20.5,0.5,2.0,1.25,1.25,,0.0,4,Free Hotel Meal
521963,25.0,25-34,0,1,0,1,8,67.0,2,1141.425,85.425,528.0,1,0,1,0.25,0,0.0,0.1,,0.0,0.05267,0.25,0.0,0.0,572.44,14.5,14.5,0.0,4.0,1.5,1.0,,0.00131675,4,Free Hotel Meal
521986,51.0,45-54,0,1,1,0,10,23.0,2,2023.42,159.42,932.0,1,0,1,0.2,0,0.0,0.05,0.08,0.0,0.0,0.1,0.1,0.0,1848.83,17.1,17.1,0.5,5.0,1.0,0.5,0.0,0.0,2,One Free Hotel Night with Flight
521992,33.0,25-34,1,1,1,0,9,31.0,4,3107.9325,652.9325,613.75,4,0,0,0.44,0,0.0,0.05,0.05,7.22,0.02006,0.11,0.22,0.0,3356.55,15.777777777777779,15.777777777777779,0.75,2.5,1.25,1.25,0.07942,0.00011033,2,One Free Hotel Night with Flight
521997,32.0,25-34,1,1,0,0,8,0.0,4,2447.675,233.675,553.5,2,0,2,0.5,0,0.0,0.1,,0.0,0.0,0.38,0.0,0.0,2570.0,15.625,15.625,0.0,4.75,1.0,0.5,,0.0,2,One Free Hotel Night with Flight
522001,67.0,65+,1,1,0,0,8,,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,,0.0,0.0,0.13,0.25,0.0,,17.625,17.625,,,,,,,4,Free Hotel Meal
522005,47.0,45-54,1,0,1,0,8,0.0,5,6069.87,194.27,1175.12,3,0,2,0.63,0,0.0,0.04,0.04,28.91,0.0,0.13,0.25,0.0,1786.6,13.125,13.125,0.0,5.0,1.2,0.6,0.2891,0.0,2,One Free Hotel Night with Flight
522062,51.0,45-54,1,1,0,1,8,0.0,4,1588.3425,513.3425,268.75,3,1,0,0.5,0,0.0,,0.04,0.0,0.0,0.0,0.13,0.0,2588.61,17.125,17.125,0.5,2.0,0.75,1.0,0.0,,3,Free Checked Bag
522086,40.0,35-44,1,1,1,0,11,47.0,2,1740.305,358.305,691.0,2,0,0,0.18,0,0.0,0.18,0.18,0.0,0.02184,0.27,0.09,0.0,2271.04,18.181818181818183,18.181818181818183,0.0,4.0,1.0,1.0,0.0,0.001061424,1,Exclusive Discounts
522111,23.0,18-24,1,0,1,0,8,0.0,4,2140.8225,808.8225,333.0,1,2,1,0.5,1,0.25,0.03,0.01,0.0,0.0,0.13,0.13,0.0,4713.62,22.0,22.0,0.75,2.5,0.75,1.75,0.0,0.0,3,Free Checked Bag
522112,44.0,35-44,1,1,1,1,8,32.0,2,677.595,387.595,145.0,2,0,0,0.25,0,0.0,0.18,0.13,0.0,0.0,0.0,0.0,0.25,1926.03,11.5,11.5,0.5,1.5,1.0,1.0,0.0,0.0,1,Exclusive Discounts
522115,39.0,35-44,0,0,1,0,8,0.0,4,3467.7625,182.4625,821.325,4,0,0,0.5,1,0.25,,0.04,10.67,0.0,0.0,0.13,0.0,1138.16,44.875,44.875,0.75,4.0,1.25,1.25,0.055484,,2,One Free Hotel Night with Flight
522118,51.0,45-54,1,1,0,0,8,58.0,3,840.47,228.47,204.0,2,1,0,0.38,0,0.0,,,0.0,0.0,0.0,0.0,0.0,1277.27,11.875,11.875,0.67,1.0,0.67,1.0,,,3,Free Checked Bag
522134,18.0,18-24,1,0,1,0,8,,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,,0.0,0.0,0.13,0.13,0.0,,5.25,5.25,,,,,,,4,Free Hotel Meal
522152,31.0,25-34,1,0,1,0,8,0.0,2,2393.47,521.47,936.0,2,0,0,0.25,1,0.5,0.03,,0.0,0.0,0.13,0.0,0.0,2033.34,23.75,23.75,2.5,8.0,1.5,2.5,,0.0,0,Free Cancellation
522171,38.0,35-44,1,0,0,0,8,14.0,4,4852.905,94.905,1189.5,2,1,1,0.5,0,0.0,0.11,0.03,0.0,0.0,0.25,0.0,0.13,527.05,23.625,23.625,0.5,5.5,1.25,1.25,0.0,0.0,2,One Free Hotel Night with Flight
522179,41.0,35-44,0,1,1,0,8,0.0,3,1352.2366666666667,263.2366666666667,363.0,2,1,0,0.38,0,0.0,0.17,0.1,0.0,0.02236,0.25,0.13,0.13,1324.31,17.0,17.0,1.0,1.67,1.33,1.67,0.0,0.0009503,3,Free Checked Bag
522184,24.0,18-24,1,0,1,0,9,,0,0.0,0.0,0.0,0,0,0,0.0,0,0.0,,,0.0,0.0,0.33,0.0,0.11,,4.333333333333333,4.333333333333333,,,,,,,4,Free Hotel Meal
